name,address,hours,about,policies,instagram,facebook,x,tiktok,threads,website,phone,podcast
Vortex Alley (Shawnee),"313 E Main St, Shawnee, OK 74801",Tues-Wed: 4:00pm – 9:00pm Thurs-Fri: 4:00pm –10:00pm Sat: 2:00pm – 10:00pm,,"☑️ Dogs Allowed
☑️ Food Available
☑️ Snacks Available
☑️ Non-Alcoholic Options
☑️ Kids Allowed
☑️ WiFi Password: ilovebeer",https://www.instagram.com/vabshawnee/,https://www.facebook.com/p/Vortex-Alley-Brewing-Shawnee-100090934952329/,,,,https://www.vortexalleybrewing.com/,580-304-4781,https://open.spotify.com/episode/5WGk8IyeJ5crupYVwi7VwO?si=4d1e5381c5424ee5
The Standard,"315 E. Gray St., Norman, OK 73069","Tues-Thurs: 11:00am – 10:00pm 
Fri-Sat: 11:00am – 12:00am
Sun: 11:00am – 9:00pm",,"☑️ Dogs Allowed Outside
☑️ Food Available
☑️ Snacks Available
☑️ Non-Alcoholic Options
☑️ Kids Allowed
☑️ WiFi Password: standard",https://www.instagram.com/thestandard_norman/,https://www.facebook.com/TheStandardNorman/,,,,https://www.thestandardnorman.com/,405-999-0430,https://open.spotify.com/episode/4wraOYqPhw4A03DA0NMJrf?si=13202060adef47a0&nd=1&dlsi=72e55cb1f7fe413e
Tiny Bubbles OKC,"12100 N. May Ave., OKC, OK 73120",Tues-Thurs: 11:00am – 10:00pm Fri-Sat: 11:00am –11:00pm,,,https://www.instagram.com/tinybubblesokc/,https://www.facebook.com/tinybubblesokc/,,,,https://www.tinybubbleswinebar.com/,405-242-2144,https://open.spotify.com/episode/6NtVuLEgNUHg0Q4LNvf5di?si=3cf8752a81e44c42
Good Cause Brewing,"2501 E. 15th St., Tulsa, OK 74104",Mon-Thurs: 12:00pm – 9:00pm Fri-Sat: 12:00pm –11:00pm Sun: 12:00pm – 7:00pm,,,https://www.instagram.com/goodcausebrewing/,https://www.facebook.com/goodcausebrewing/,,,,https://linktr.ee/Goodcausebrewing,501-351-2562,
[405] Brewing,"205 E. Main St., Norman, OK 73069","Confirm hours on Instagram
Mon-Fri: 4:00pm – 10:00pm
Sat: 2:00pm – 10:00pm",,,http://instagram.com/405brewing,http://www.facebook.com/405Brewing,https://twitter.com/405Brewing,,,http://405brewing.com/,405-801-4053,https://open.spotify.com/episode/1k8zjhtTbKc6qxwNC1y1jD?si=qaPfmSnvTRWy49x7n436PQ
Alva Beer Co.,"327 Barnes Ave., Alva, OK, 73717","Tues-Thurs: 11:00am – 9:00pm 
Fri-Sat: 11:00am –10:00pm",,,https://www.instagram.com/alvabeerco/,https://www.facebook.com/AlvaBeerCo/,,,,,580-327-2333,
James Calley Brewing Co.,"117 East Hobson Ave., Sapulpa, OK 74066","Tues-Thurs: 3:00pam – 9:00pm 
Fri-Sat: 11:00am – 9:00pm",,,https://www.instagram.com/jamescalleybrewingcompany/,https://www.facebook.com/profile.php?id=61554752176729,,,,https://jcbrew.com/,918-347-7527,
Guthrie Brewing Co.,"110 West Harrison, Guthrie, OK 73044","Mon: 4:00pm – 10:00pm
Thurs: 11:00am – 10:00pm
Fri-Sat: 11:00am – 12:00am
Sun: 11:00am – 10:00pm",,,https://www.instagram.com/guthriebrewco,https://www.facebook.com/profile.php?id=100085687119578,,,,https://guthriebrewco.com/,405-877-3275,
The Patriarch,"9 E. Edwards St, Edmond, OK 73034","Mon-Wed: 3:00pm – 12:00am
Thurs-Fri: 3:00pm – 1:00am
Sat: 12:00pm – 1:00am",,,https://www.instagram.com/patriarchedmond/,http://facebook.com/ThePatriarchEdmond,,,,https://www.ctbokc.com/the-patriarch,405-906-2206,https://open.spotify.com/episode/6twOSZglN62cSpszwFCz1P?si=uuHyH-mBSWyD7BoHPF3-5w
Social Capital,"517 S Hudson Ave., OKC, OK 73109","Tues-Wed: 11:00am – 11:00pm
Thurs: 11:00am – 12:00am
Fri-Sat: 11:00am – 1:00am
Sun: 11:00am – 10:00pm",,,https://www.instagram.com/socialcapitalokc/,https://www.facebook.com/socialcapitalokc,,,,https://www.ctbokc.com/social-capital,405-270-7805,https://open.spotify.com/episode/5dD3dqWHPllLbOamJrgy7u?si=1b36e64634fc4a21
SOB Brewing,"104 SW 2nd St., Lawton, OK, 73501","Tues-Wed: 4:00pam – 9:00pm 
Thurs: 11:00am – 10:00pm
Fri-Sat: 11:00am – 11:00pm
Sun: 11:00am – 9:00pm",,,https://www.instagram.com/sobbrewingllc,https://www.facebook.com/sobbrewing,,,,https://www.southwestokbrewing.com/,,
New Story Brewing,"601 E 4th St. Suite 100, Tulsa, OK, 74120","Mon-Thurs: 12:00pm – 10:00pm
Fri-Sat: 11:00am – 12:00am
Sun: 11:00am – 6:00pm",,,https://www.instagram.com/newstorybrewing,https://www.facebook.com/newstorybrewing,,,,https://www.ns.beer/,918-615-9810,
Shop Dog Brewing Co.,"315 Dewey Ave. Poteau, OK, 74953","Mon-Thurs: 12:00pm – 9:00pm
Fri-Sat: 11:00am – 10:00pm",,,https://www.instagram.com/shopdogbrewingco/,https://www.facebook.com/profile.php?id=100083348020827,,,,https://www.shopdogbrewingco.com/,918-721-0015,
